"s5568","TV Show","Outback Truckers",,,"Australia","March 17, 2017",2015,"TV-MA","3 Seasons","Reality TV","Australia's toughest big-rig drivers brave wildfires, scorching deserts, treacherous downpours and chassis-deep mud to deliver their cargo on time."
"s5569","Movie","Pandora","Jung-woo Park","Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim","South Korea","March 17, 2017",2016,"TV-MA","137 min","Dramas, International Movies, Thrillers","When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster."
"s5570","TV Show","Samurai Gourmet",,"Naoto Takenaka, Tetsuji Tamayama, Honami Suzuki","Japan","March 17, 2017",2017,"TV-PG","1 Season","International TV Shows, TV Dramas","Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires."
"s5571","Movie","Howards End","James Ivory","Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman","United Kingdom, Japan, United States","March 16, 2017",1992,"PG","143 min","Classic Movies, Dramas, Independent Movies","When a husband, acting in his family's ""best interest,"" does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity."
"s5572","Movie","Asoka","Santosh Sivan","Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Rahul Dev, Hrishitaa Bhatt, Gerson Da Cunha, Subhashini Ali, Umesh Mehra, Sooraj Balaji","India","March 15, 2017",2001,"R","168 min","Action & Adventure, Dramas, International Movies","This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism."
"s5573","Movie","Bon Cop, Bad Cop","Erik Canuel","Patrick Huard, Colm Feore, Sylvain Marcel, Lucie Laurier, Pierre Lebeau, Ron Lea, Sarain Boylan, Louis-José Houde","Canada","March 15, 2017",2006,"TV-MA","117 min","Action & Adventure, Comedies, International Movies","An English-speaking officer from Toronto and a French-speaking cop from Montreal are forced to work together to solve a crime."
"s5574","Movie","Notes on Blindness","Peter Middleton, James Spinney","Dan Renton Skinner, Simone Kirby","United Kingdom","March 15, 2017",2016,"TV-PG","87 min","Documentaries, Dramas, International Movies","Based on the audio diaries of academic and theologian John Hull, this film offers an impressionistic re-creation of his slow descent into blindness."
"s5575","Movie","One 2 Ka 4","Shashilal K. Nair","Shah Rukh Khan, Juhi Chawla, Jackie Shroff, Nirmal Pandey, Dilip Joshi, Sahila Chaddha, Suresh Chatwal, Bharat Dabholkar, Baby Gazala, Akash Khurana","India","March 15, 2017",2001,"TV-14","160 min","Action & Adventure, Comedies, Dramas","When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
"s5576","TV Show","Cheer Squad",,,"United States","March 14, 2017",2016,"TV-PG","1 Season","Reality TV, Teen TV Shows","Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships."
"s5577","Movie","Jim Norton: Mouthful of Shame","Shannon Hartman","Jim Norton","United States","March 14, 2017",2017,"TV-MA","62 min","Stand-Up Comedy","In this unrestricted jaunt through a gleefully filthy mind, comic Jim Norton offers a personal perspective on romance, desire and sexual proclivities."
"s5578","Movie","100 Meters","Marcel Barrena","Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain","March 10, 2017",2016,"TV-MA","109 min","Dramas, International Movies, Sports Movies","A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help."
"s5579","TV Show","Buddy Thunderstruck",,"Brian Atkinson, Ted Raimi, Harry Chaskin, Justin Michael, Debi Derryberry, Philip Maurice Hayes, Leigh Kelly, J.D. Ryznar, Nick Shakoour, Ryan Wiesbrock, Clark Wiesbrock","United States","March 10, 2017",2017,"TV-Y7","1 Season","Kids' TV, TV Comedies","Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit."
"s5580","Movie","Burning Sands","Gerard McMurray","Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John","United States","March 10, 2017",2017,"TV-MA","102 min","Dramas, Independent Movies","Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night."
"s5581","TV Show","One More Time",,"L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang","South Korea","March 10, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate."
"s5582","Movie","The Butterfly's Dream","Yilmaz Erdogan","Kivanç Tatlitug, Mert Firat, Belçim Bilgin, Farah Zeynep Abdullah, Yilmaz Erdogan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, Ipek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon","Turkey","March 10, 2017",2013,"TV-PG","118 min","Dramas, International Movies, Romantic Movies","Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman."
"s5583","Movie","Amy Schumer: The Leather Special","Amy Schumer","Amy Schumer","United States","March 7, 2017",2017,"TV-MA","57 min","Stand-Up Comedy","Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater."
"s5584","TV Show","Love Is in the Air",,"Murat Ünalmis, Birce Akalay, Selen Soyder, Erman Okay, Kanbolat Gorkem Arslan, Levent Yilmaz, Aysegül Günay, Selma Kutlug, Ulvi Alacakaptan, Ipek Erdem, Yilmaz Calayir, Isil Yücesoy","United Kingdom","March 1, 2017",2010,"TV-14","1 Season","International TV Shows, TV Dramas","Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusuf's motherless son. Yusuf is drawn to Toprak, but also to her scheming sister."
"s5585","Movie","Nila","Selvamani Selvaraj","Sruthi Hariharan, Vicky R","India","March 1, 2017",2016,"TV-MA","94 min","Dramas, International Movies, Romantic Movies","When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."
"s5586","TV Show","Tong: Memories",,"Lee Hak Joo, Ji-an Kim, Jae-yoon Lee, Heo Ji Won, Yang Hak Jin, Choi Yeong Min","South Korea","March 1, 2017",2016,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Action & Adventure","A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan."
"s5587","Movie","Mike Birbiglia: Thank God for Jokes","Seth Barrish, Mike Birbiglia","Mike Birbiglia","United States","February 28, 2017",2017,"TV-MA","71 min","Stand-Up Comedy","Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny."
"s5588","Movie","Force 2","Abhinay Deo","John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani","India","February 27, 2017",2016,"TV-14","123 min","Action & Adventure, International Movies","An ex-cop investigates the death of his best friend and two other spies, killings that lead to a mole operating from India's embassy in Budapest."
"s5589","Movie","Jonas","Lô Politi","Jesuíta Barbosa, Laura Neiva, Criolo, Ana Cecília Costa, João Fábio Cabral, Ariclenes Barroso, Karol Conká, Chay Suede, Luciana Souza, Chris Couto, Roberto Berindelli","Brazil","February 26, 2017",2015,"TV-MA","97 min","Dramas, International Movies","During Carnival, two teens from different classes meet years after being kept apart. Bad decisions lead the boy to hide with the girl inside a float."
"s5590","Movie","Operações Especiais","Tomas Portella","Cleo Pires, Marcos Caruso, Thiago Martins, Fabrício Boliveira, Fabiula Nascimento, Antonio Pedro Tabet, Fábio Lago, Analú Prestes, Gillray Coutinho, Augusto Madeira","Brazil","February 25, 2017",2015,"TV-MA","99 min","Action & Adventure, International Movies","In a crime-plagued area of Rio de Janeiro, a team of honest cops, including a determined rookie, fights corruption and mistrust on all sides."
"s5591","Movie","I Don't Feel at Home in This World Anymore","Macon Blair","Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams","United States","February 24, 2017",2017,"TV-MA","97 min","Dramas, Independent Movies, Thrillers","A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house."
"s5592","TV Show","Legend Quest",,"Benny Emmanuel, Mayté Cordeiro, Andrés Couturier, Ricardo O'Farrill, Alondra Hidalgo, Alejandro Villeli, Sofía Niño de Rivera, Johnny Rose, Annemarie Blanco, Oscar Cheda, Paul Tei, Cydney J. Fam, Lisa Grossman","Mexico","February 24, 2017",2017,"TV-Y7","1 Season","Kids' TV","When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time."
"s5593","TV Show","The Sound of Your Heart",,"Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim","South Korea","February 24, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Comedies","Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family."
"s5594","TV Show","Love Me As I Am",,"Alper Saldiran, Zeynep Çamci, Burcu Altin, Umut Kurt, Eda Ece, Ozan Osmanpasaoglu, Mert Turak, Burcu Biricik, Yusuf Akgün, Selen Uçer","Turkey","February 22, 2017",2015,"TV-PG","3 Seasons","International TV Shows, Romantic TV Shows, TV Comedies","After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect."
"s5595","Movie","Trevor Noah: Afraid of the Dark","David Paul Meyer","Trevor Noah","United States","February 21, 2017",2017,"TV-14","67 min","Stand-Up Comedy","The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland."
"s5596","Movie","Boy Missing","Mar Targarona","Blanca Portillo, Antonio Dechent, Vicente Romero, Marc Domènech, Nausicaa Bonnín, Andrés Herrera, José Coronado, Macarena Gómez, Paco Manzanedo, Sergi Subirà","Spain","February 19, 2017",2016,"TV-MA","105 min","International Movies, Thrillers","When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."
"s5597","Movie","Growing Up Wild","Keith Scholey","Daveed Diggs","United States","February 19, 2017",2016,"G","78 min","Children & Family Movies, Documentaries","Five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families."
"s5598","Movie","Tini: The New Life of Violetta","Juan Pablo Buscarini","Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder van Kooten, Beatrice Arnera, Georgina Amorós","Spain, Italy, Argentina","February 19, 2017",2016,"G","99 min","Children & Family Movies, Music & Musicals","After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist."
"s5599","TV Show","Love for Ten: Generation of Youth",,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won","South Korea","February 17, 2017",2013,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to."
"s5600","Movie","Rocky Handsome","Nishikant Kamat","John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur","India","February 17, 2017",2016,"TV-MA","119 min","Action & Adventure, International Movies","A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter."
"s5601","Movie","A Heavy Heart","Thomas Stuber","Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald","Germany","February 15, 2017",2015,"TV-MA","109 min","Dramas, Independent Movies, International Movies","Long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder."
"s5602","TV Show","Nightmare High",,"So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo","South Korea","February 15, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late."
"s5603","Movie","Rush: Beyond the Lighted Stage","Sam Dunn, Scot McFadyen",,"Canada","February 15, 2017",2010,"TV-MA","107 min","Documentaries, Music & Musicals","Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution."
"s5604","TV Show","Spark",,"Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon","South Korea","February 15, 2017",2016,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?"
"s5605","Movie","The Fury of a Patient Man","Raúl Arévalo","Antonio de la Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio","Spain","February 15, 2017",2016,"TV-MA","92 min","International Movies, Thrillers","After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."
"s5606","Movie","The Memory of Water","Matías Bize","Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda","Chile, Spain, Argentina, Germany","February 15, 2017",2015,"TV-MA","88 min","Dramas, International Movies","When the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage."
"s5607","Movie","Girlfriend's Day","Michael Paul Stephenson","Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney","United States","February 14, 2017",2017,"TV-MA","71 min","Comedies, Independent Movies","When he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin."
"s5608","Movie","Katherine Ryan: In Trouble","Colin Dench","Katherine Ryan","United Kingdom","February 14, 2017",2017,"TV-MA","64 min","Stand-Up Comedy","Stand-up comic Katherine Ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation."
"s5609","TV Show","White Nights",,"Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong","South Korea","February 14, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power."
"s5610","TV Show","Cyborg 009: Call of Justice",,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida","Japan","February 10, 2017",2017,"TV-14","1 Season","Anime Series, International TV Shows","Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity."
"s5611","Movie","David Brent: Life on the Road","Ricky Gervais","Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley McGuire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States","February 10, 2017",2016,"TV-MA","97 min","Comedies, International Movies, Music & Musicals","With ""The Office"" long in the past, middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom."
"s5612","Movie","Grillo vs Grillo",,"Beppe Grillo","Italy","February 10, 2017",2017,"TV-MA","96 min","Stand-Up Comedy","Outspoken comedian Beppe Grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in Italian politics."
"s5613","Movie","Hitler - A Career","Joachim Fest, Christian Herrendoerfer",,"West Germany","February 10, 2017",1977,"TV-MA","150 min","Documentaries, International Movies","This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest."
"s5614","Movie","Michael Bolton's Big, Sexy Valentine's Day Special","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers","United States","February 7, 2017",2017,"TV-MA","54 min","Comedies, Music & Musicals, Romantic Movies","After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love."
"s5615","Movie","Daniel Sosa: Sosafado","Raúl Campos, Jan Suter","Daniel Sosa","Mexico","February 3, 2017",2017,"TV-MA","78 min","Stand-Up Comedy","Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special."
"s5616","Movie","Imperial Dreams","Malik Vitthal","John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso","United States","February 3, 2017",2014,"TV-MA","86 min","Dramas","A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."
"s5617","Movie","Dilwale","Rohit Shetty","Shah Rukh Khan, Kajol, Kriti Sanon, Kabir Bedi, Varun Dhawan, Boman Irani, Johnny Lever, Varun Sharma, Sanjay Mishra, Vinod Khanna, Mukesh Tiwari, Pankaj Tripathi, Shawar Ali","India","February 1, 2017",2015,"TV-PG","154 min","Action & Adventure, Dramas, International Movies","A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance."
"s5618","Movie","Happy New Year","Farah Khan","Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah","India","February 1, 2017",2014,"TV-14","179 min","Action & Adventure, Comedies, Dramas","A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance."
"s5619","Movie","Haraamkhor","Shlok Sharma","Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad","India","February 1, 2017",2015,"TV-14","93 min","Dramas, Independent Movies, International Movies","A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."
"s5620","Movie","Heroes Wanted","Joaquín Mazón","María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes","Spain","February 1, 2017",2016,"TV-MA","97 min","Action & Adventure, Comedies, International Movies","When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
"s5621","Movie","The Reconquest","Jonás Trueba","Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido","Spain","February 1, 2017",2016,"TV-MA","108 min","Dramas, International Movies, Romantic Movies","Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."
"s5622","Movie","Zapped","Peter DeLuise","Zendaya, Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough, Aleks Paunovic, Lucia Walters","Canada, United States","February 1, 2017",2014,"TV-Y","92 min","Children & Family Movies, Comedies","A girl discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for."
"s5623","Movie","Bill Burr: Walk Your Way Out","Jay Karas","Bill Burr","United States","January 31, 2017",2017,"TV-MA","78 min","Stand-Up Comedy","No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language."
"s5624","Movie","Semana Santa","Alejandra Márquez Abella","Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo","Mexico","January 31, 2017",2015,"TV-MA","87 min","Dramas, International Movies","A single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll."
"s5625","Movie","Journey to Greenland","Sébastien Betbeder","Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden","France","January 29, 2017",2016,"TV-14","99 min","Comedies, International Movies","When they flee Paris for a remote village in Greenland, two part-time actors become immersed in the archaic Inuit culture and forge unexpected bonds."
"s5626","Movie","IBOY","Adam Randall","Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi","United Kingdom","January 27, 2017",2017,"TV-MA","91 min","International Movies, Sci-Fi & Fantasy, Thrillers","When shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge."
"s5627","Movie","O Silêncio do Céu","Marco Dutra","Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive","Brazil","January 25, 2017",2016,"TV-MA","102 min","Dramas, International Movies","After being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge."
"s5628","Movie","Cristela Alonzo: Lower Classy","Marcus Raboy","Cristela Alonzo","United States","January 24, 2017",2017,"TV-MA","67 min","Stand-Up Comedy","The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy."
"s5629","Movie","Gad Gone Wild","Mario Rouleau","Gad Elmaleh","France","January 23, 2017",2017,"TV-MA","57 min","Stand-Up Comedy","French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S."
"s5630","Movie","Pink","Aniruddha Roy Chowdhury","Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar","India","January 20, 2017",2016,"TV-14","130 min","Dramas, International Movies","A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture."
"s5631","Movie","Take the 10","Chester Tam","Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen","United States","January 20, 2017",2017,"TV-MA","80 min","Comedies","Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives."
"s5632","Movie","Neal Brennan: 3 Mics","Neal Brennan","Neal Brennan","United States","January 17, 2017",2017,"TV-MA","66 min","Stand-Up Comedy","Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan."
"s5633","Movie","Berlin Calling","Hannes Stöhr","Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff","Germany","January 15, 2017",2008,"TV-MA","105 min","Dramas, International Movies, Music & Musicals","DJ Ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs."
"s5634","Movie","Sarajevo","Andreas Prochaska","Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich von Thun, Juraj Kukura","Austria, Czech Republic","January 15, 2017",2014,"TV-PG","98 min","Dramas, International Movies","Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators."
"s5635","Movie","Stereo","Maximilian Erlenwein","Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock, Mark Zak, Helena Schönfelder, Fabian Hinrichs","Germany","January 15, 2017",2014,"TV-MA","91 min","International Movies, Thrillers","Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist."
"s5636","Movie","We Are Young. We Are Strong.","Burhan Qurbani","Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu","Germany","January 15, 2017",2014,"TV-MA","123 min","Dramas, International Movies","In 1992, three radically different residents of Rostock, Germany, become entangled in a violent xenophobic riot that rocks the beleaguered city."
"s5637","Movie","Casablancas: The Man Who Loved Women","Hubert Woroniecki",,"France","January 13, 2017",2016,"TV-14","82 min","Documentaries, International Movies","The rise and smash success of Elite modeling agency founder John Casablancas is chronicled in this biography of the man who invented the supermodel."
"s5638","Movie","Clinical","Alistair Legrand","Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano","United States","January 13, 2017",2017,"TV-MA","104 min","Horror Movies, Thrillers","A psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident."
"s5639","Movie","Very Big Shot","Mir-Jean Bou Chaaya","Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","Lebanon, Qatar","January 12, 2017",2015,"TV-MA","109 min","Comedies, Dramas, International Movies","When three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs."
"s5640","Movie","Jim Gaffigan: Cinco","Jeannie Gaffigan","Jim Gaffigan","United States","January 10, 2017",2017,"TV-14","74 min","Stand-Up Comedy","America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special."
"s5641","TV Show","We're Lalaloopsy",,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre","United States","January 10, 2017",2017,"TV-Y","1 Season","Kids' TV, TV Comedies","The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration."
"s5642","Movie","Under the Shadow","Babak Anvari","Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","United Kingdom, Jordan, Qatar, Iran","January 7, 2017",2016,"PG-13","84 min","Horror Movies, International Movies, Thrillers","During the Iran-Iraq conflict, a Tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work."
